Name,FF_bin_degree,FF_bin_in_degree,FF_bin_out_degree,FF_volume_in,FF_volume_out,FF_bin_betweeness,FF_bin_closeness,FF_bin_pagerank,FF_bin_c_size,FF_bin_c_density,FF_bin_c_hierarchy,FF_bin_c_index,AT_bin_degree,AT_bin_in_degree,AT_bin_out_degree,AT_bin_betweeness,AT_bin_closeness,AT_bin_pagerank,AT_bin_c_size,AT_bin_c_density,AT_bin_c_hierarchy,AT_bin_c_index,AT_volume_in,AT_volume_out,RT_volume_in,RT_volume_out
food_chef,0.436363636364,0.254545454545,0.181818181818,19462.0,9360.0,0.00277664978763,0.492428933296,0.0105198351548,0.0617253926834,0.0498762738818,0.0139105094016,0.125512175967,0.242424242424,0.145454545455,0.0969696969697,0.0167023862452,0.370446735395,0.0082123196476,0.156800091359,0.106637597183,0.0211553390462,0.284593027588,14557.0,7396.0,3952.0,1644.0
lawyer_legal,0.424242424242,0.181818181818,0.242424242424,7855.0,10747.0,0.00147997848752,0.516410861865,0.00570262740447,0.0417900556501,0.0465295978178,0.0143311269055,0.102650780373,0.109090909091,0.0363636363636,0.0727272727273,0.00132927716558,0.34802259887,0.00151748464324,0.100472105522,0.0398553135378,0.00605694479812,0.146384363858,1678.0,4368.0,353.0,1255.0
advertising,0.460606060606,0.2,0.260606060606,9900.0,12979.0,0.00729435295015,0.524932493249,0.00658995403742,0.0471113325519,0.0477716946434,0.0139406850166,0.108823712212,0.175757575758,0.0545454545455,0.121212121212,0.00357096241758,0.391643960036,0.00330394543546,0.0702269724883,0.0664034346234,0.0167265498943,0.153356957006,3373.0,8450.0,2616.0,1103.0
hospitality,0.430303030303,0.181818181818,0.248484848485,8283.0,12828.0,0.00311863942978,0.524932493249,0.00522755099885,0.0373158160934,0.0414473497199,0.0147920073961,0.0935551732094,0.145454545455,0.0484848484848,0.0969696969697,0.00422181571967,0.364805414552,0.00191489561773,0.0905507300762,0.027767401959,0.00511607050898,0.123434202544,1555.0,8075.0,644.0,418.0
documentary,0.193939393939,0.0606060606061,0.133333333333,2397.0,6267.0,0.000712191756577,0.477641277641,0.00262962155283,0.0938431460692,0.0632379831785,0.0193100896758,0.176391218924,0.145454545455,0.0424242424242,0.10303030303,0.00458750756856,0.386379928315,0.00337457349886,0.0761567111765,0.0248840200602,0.00584999653666,0.106890727773,3553.0,5603.0,1906.0,1718.0
swimming,0.0181818181818,0.00606060606061,0.0121212121212,124.0,300.0,0.0,0.290245520902,0.00096005624141,0.254761480954,0.00760689877747,0.000112819147178,0.262481198879,0.0363636363636,0.00606060606061,0.030303030303,0.00353153332653,0.294535519126,0.00129777013317,0.263394614044,0.0624741915919,0.00477697385238,0.330645779488,119.0,1267.0,153.0,375.0
cancer,0.454545454545,0.169696969697,0.284848484848,7617.0,12741.0,0.00516158581742,0.53195500152,0.00482979111751,0.0381603572504,0.0432369336858,0.0144091971023,0.0958064880385,0.157575757576,0.0545454545455,0.10303030303,0.0188877654642,0.385344057194,0.00712518089833,0.0943466549072,0.0477228243628,0.00918887645153,0.151258355721,3581.0,5320.0,1035.0,2513.0
psychology_mentalhealth,0.442424242424,0.218181818182,0.224242424242,9649.0,10934.0,0.00313051372763,0.508161487075,0.00575246668456,0.0384932853532,0.0389643403747,0.0141763745287,0.0916340002567,0.139393939394,0.0363636363636,0.10303030303,0.01526057989,0.391643960036,0.00194729774943,0.0918824677448,0.0263419031198,0.00471002217291,0.122934393038,1972.0,6577.0,1650.0,1636.0
airlines_aviation,0.163636363636,0.0666666666667,0.0969696969697,2633.0,3895.0,4.44130504142e-05,0.458370447996,0.00239005041617,0.102055404059,0.0409738105045,0.00784886218666,0.15087807675,0.121212121212,0.0848484848485,0.0363636363636,0.0017805459927,0.315204678363,0.00274889114904,0.0597127844098,0.0105622975166,0.00251803782159,0.0727931197479,2785.0,1175.0,319.0,345.0
fantasy,0.0484848484848,0.00606060606061,0.0424242424242,280.0,4350.0,0.000157182882522,0.342789968652,0.00117759712688,0.267775844455,0.0906506936844,0.0215996316753,0.380026169815,0.0424242424242,0.0121212121212,0.030303030303,0.00104068178291,0.293333333333,0.00212722962266,0.371563518548,0.0456818229459,0.00907701737849,0.426322358872,631.0,3510.0,518.0,3126.0
weather,0.115151515152,0.0606060606061,0.0545454545455,1494.0,1793.0,8.5915739498e-05,0.451859504132,0.00232444507959,0.0876261260607,0.0268402500257,0.00243340535391,0.11689978144,0.0424242424242,0.0121212121212,0.030303030303,0.000266401102891,0.322996254682,0.00327884656343,0.310622302375,0.0263786129367,0.00112477411455,0.338125689426,406.0,1718.0,1959.0,539.0
composer,0.0727272727273,0.0121212121212,0.0606060606061,620.0,2254.0,0.00634461764728,0.399634536318,0.00155494888644,0.149571494778,0.0388291130417,0.00519659296081,0.19359720078,0.0909090909091,0.0242424242424,0.0666666666667,0.011858057769,0.321551081283,0.00254047849179,0.169202338325,0.0495671754744,0.0267551713038,0.245524685103,1101.0,2739.0,191.0,1134.0
toys,0.0606060606061,0.0181818181818,0.0424242424242,472.0,1374.0,0.000412085292728,0.396644751757,0.00111618022532,0.14210779302,0.0401074602895,0.00564399525763,0.187859248567,0.0424242424242,0.0,0.0424242424242,0.0,0.356877599525,0.000903614457831,0.162352652527,0.0645283686744,0.0102709344732,0.237151955675,0,1387.0,211.0,537.0
pregnancy,0.145454545455,0.0545454545455,0.0909090909091,2953.0,4800.0,0.000103712337721,0.463715875961,0.00207790450502,0.22068964737,0.0572155958472,0.00902529438356,0.286930537601,0.0363636363636,0.0121212121212,0.0242424242424,1.72456270017e-05,0.319407407407,0.00115975870973,0.567645149253,0.0104812708723,0.00293700643069,0.581063426556,743.0,2242.0,308.0,549.0
sustainability_ecology,0.690909090909,0.29696969697,0.393939393939,21810.0,26256.0,0.0151881477337,0.56603041087,0.0118229792782,0.0392290546129,0.0401928829409,0.0149786681472,0.094400605701,0.30303030303,0.109090909091,0.193939393939,0.0414112030618,0.431631631632,0.00610832925204,0.0835838879094,0.0584441614839,0.01762142618,0.159649475573,9599.0,14757.0,3103.0,4257.0
management,0.236363636364,0.127272727273,0.109090909091,6512.0,5741.0,0.000158260326459,0.470575578268,0.00466069016553,0.0740132368911,0.0526811889212,0.0110441384089,0.137738564221,0.163636363636,0.0666666666667,0.0969696969697,0.00253498049534,0.367604433078,0.00307977814976,0.0963944614973,0.0425746182159,0.0111323434141,0.150101423127,3871.0,5585.0,1796.0,1156.0
java,0.030303030303,0.00606060606061,0.0242424242424,144.0,811.0,0.0,0.369894291755,0.000994524443643,0.256529152161,0.151003597827,0.0288921458004,0.436424895789,0.0484848484848,0.0121212121212,0.0363636363636,0.000105649901933,0.303875968992,0.00136821601189,0.294146946028,0.118017488957,0.0409689368745,0.453133371859,733.0,1882.0,703.0,1441.0
housing,0.0727272727273,0.0242424242424,0.0484848484848,1168.0,1965.0,3.33487445461e-05,0.386054721977,0.00140325885067,0.174463453355,0.068365120827,0.0111923414572,0.254020915639,0.0424242424242,0.0121212121212,0.030303030303,7.69454123113e-05,0.309770114943,0.00112528441806,0.263180995288,0.055307804107,0.00637508053976,0.324863879934,734.0,1956.0,749.0,608.0
tennis,0.0363636363636,0.0121212121212,0.0242424242424,257.0,586.0,1.23183050012e-05,0.35034040849,0.00180574235677,0.22788887341,0.0295509071394,0.00254914495909,0.259988925509,0.0545454545455,0.0121212121212,0.0424242424242,0.000901254151655,0.301960784314,0.00133505084931,0.171934453608,0.0634312818667,0.013091774289,0.248457509764,411.0,1517.0,216.0,251.0
perl,0.030303030303,0.0,0.030303030303,0,1032.0,0.0,0.371023600056,0.000903614457831,0.213486268854,0.106832405153,0.0145854596339,0.334904133641,0.0606060606061,0.0,0.0606060606061,0.0,0.343410520297,0.000903614457831,0.11361451895,0.0868610744291,0.0226502704458,0.223125863825,0,2821.0,220.0,1340.0
mathematics,0.0242424242424,0.00606060606061,0.0181818181818,251.0,680.0,1.6797688638e-06,0.376015473888,0.00106541213595,0.45179120888,0.0184733877918,0.00109259174944,0.471357188421,0.0363636363636,0.0,0.0363636363636,0.0,0.324289667274,0.000903614457831,0.187464296245,0.0489231636391,0.00554562864754,0.241933088532,0,1209.0,879.0,740.0
beer,0.133333333333,0.0545454545455,0.0787878787879,2601.0,3699.0,1.05585471439e-06,0.454441558442,0.00216232288011,0.111605593348,0.0665716136491,0.0133265856359,0.191503792633,0.0606060606061,0.0181818181818,0.0424242424242,0.00134610258949,0.330421455939,0.00142856026986,0.16609050884,0.0478414465273,0.00909839188136,0.223030347248,899.0,1372.0,282.0,225.0
exercise_fitness,0.830303030303,0.375757575758,0.454545454545,20752.0,22701.0,0.028645119619,0.602479338843,0.0121564034117,0.0245815339367,0.0332505117593,0.0151476208322,0.0729796665281,0.218181818182,0.10303030303,0.115151515152,0.0377358548995,0.399259259259,0.00654104686152,0.108507340026,0.0204938981315,0.00664652804687,0.135647766205,5822.0,6701.0,2077.0,1303.0
developer,0.175757575758,0.115151515152,0.0606060606061,5946.0,3035.0,0.00488635649501,0.451859504132,0.0094522756418,0.0672716744145,0.0398668424279,0.0119577257169,0.119096242559,0.181818181818,0.0969696969697,0.0848484848485,0.027176021643,0.330421455939,0.0143646630107,0.130805878709,0.0801643714859,0.0195755995205,0.230545849716,13534.0,10539.0,3322.0,2980.0
restaurant_dining,0.418181818182,0.157575757576,0.260606060606,8134.0,12623.0,0.00126824065132,0.518092981937,0.00523654368466,0.0451920696516,0.0509886107362,0.0171406884283,0.113321368816,0.218181818182,0.121212121212,0.0969696969697,0.0155661858659,0.378245614035,0.00276818519383,0.0597489173465,0.0320231461957,0.00971385513017,0.101485918672,4247.0,4199.0,922.0,927.0
nutrition,0.472727272727,0.212121212121,0.260606060606,12699.0,16760.0,0.00205458138402,0.513079178886,0.00681373631041,0.0445842612834,0.0446146261814,0.0155528180344,0.104751705499,0.127272727273,0.0484848484848,0.0787878787879,0.00642057116873,0.354897119342,0.00286700960368,0.128492870656,0.0422435976226,0.00882247332623,0.179558941605,3346.0,8966.0,1922.0,2174.0
jewish,0.193939393939,0.0606060606061,0.133333333333,1981.0,5505.0,7.41537542939e-05,0.476211213936,0.00233848154178,0.0623217663264,0.0408911870816,0.00897594160388,0.112188895012,0.10303030303,0.0121212121212,0.0909090909091,0.00216916114767,0.372366148532,0.00104106405487,0.0996507556027,0.0451416687254,0.00582325916609,0.150615683494,332.0,3851.0,642.0,1135.0
wrestling,0.0181818181818,0.0,0.0181818181818,0,626.0,0.0,0.289611946806,0.000903614457831,0.380783717298,0.0475776069553,0.00176368198879,0.430125006242,0.109090909091,0.0363636363636,0.0727272727273,0.00780610267687,0.32445447705,0.00292428317155,0.0776193729974,0.0434090320807,0.00861703992754,0.129645445006,1022.0,2245.0,592.0,469.0
healthcare_medicine,0.369696969697,0.206060606061,0.163636363636,15656.0,9420.0,0.00510826464276,0.487897378695,0.0086821418479,0.0689173344998,0.0412350512875,0.0123634775664,0.122515863354,0.157575757576,0.0727272727273,0.0848484848485,0.0134723275098,0.374305555556,0.00451806412406,0.11817664428,0.0334628205991,0.00778140728803,0.159420872167,8173.0,6193.0,3340.0,2602.0
army_military_veteran,0.321212121212,0.151515151515,0.169696969697,5475.0,7045.0,0.00140474324113,0.495497026338,0.00573838687174,0.0505228949974,0.039478483826,0.00908179990577,0.0990831787292,0.0969696969697,0.0181818181818,0.0787878787879,0.0120376171526,0.377252843395,0.0036060676651,0.164144446623,0.0738888404609,0.0103345526301,0.248367839714,562.0,3882.0,1282.0,718.0
construction,0.193939393939,0.0848484848485,0.109090909091,4108.0,6538.0,0.00194530716877,0.467807486631,0.00291205112849,0.0887464989907,0.0500370442215,0.0127126453003,0.151496188512,0.10303030303,0.0242424242424,0.0787878787879,0.00223165507448,0.356658395368,0.00180818849921,0.144189684224,0.040759044318,0.0179620684328,0.202910796975,1626.0,4212.0,386.0,1380.0
charity_philanthropy,0.709090909091,0.345454545455,0.363636363636,18246.0,19737.0,0.016679479156,0.562030195952,0.0104355885879,0.0248323859183,0.0301203277292,0.0122039919267,0.0671567055742,0.381818181818,0.218181818182,0.163636363636,0.0713907123242,0.432931726908,0.00762161353629,0.043088685244,0.0315801396122,0.00855221826081,0.083221043117,10985.0,12383.0,4624.0,2869.0
ruby,0.0727272727273,0.0363636363636,0.0363636363636,1355.0,1538.0,0.00619933363836,0.369894291755,0.00305134426008,0.171757065489,0.0908821164301,0.0179419656185,0.280581147538,0.10303030303,0.0424242424242,0.0606060606061,0.0107736406373,0.316593245228,0.00390986860922,0.246528743372,0.153816169421,0.0513228519903,0.451667764783,3853.0,4322.0,1481.0,1253.0
piano,0.0242424242424,0.00606060606061,0.0181818181818,373.0,715.0,0.000100216457227,0.439377197388,0.00112233519631,0.573495620675,0.0503770517748,0.0108046224407,0.63467729489,0.0363636363636,0.0121212121212,0.0242424242424,0.000214090182217,0.274824729127,0.00149997791116,0.401023565912,0.0812225469088,0.0297088713306,0.511954984152,839.0,970.0,70.0,547.0
ipad,0.133333333333,0.0606060606061,0.0727272727273,2683.0,3758.0,0.000128321076353,0.454441558442,0.0047003217151,0.114954724649,0.0763458803538,0.016605811081,0.207906416084,0.133333333333,0.0727272727273,0.0606060606061,0.00298958076175,0.32011878248,0.00956869383919,0.221947689822,0.0963929195112,0.0209901308486,0.339330740182,5573.0,6982.0,1182.0,1678.0
publicrelations,0.557575757576,0.236363636364,0.321212121212,12481.0,19937.0,0.00450523730297,0.541001855288,0.00846870125236,0.0492581193511,0.0480047245864,0.0140479315639,0.111310775501,0.230303030303,0.0484848484848,0.181818181818,0.00717775334941,0.415414258189,0.00342261307373,0.150879163606,0.0619812570734,0.0170520241708,0.229912444851,3311.0,16361.0,851.0,1373.0
beauty_fashion_shopping,0.284848484848,0.181818181818,0.10303030303,8274.0,6012.0,0.00152770971447,0.463715875961,0.00864360928036,0.0966710849179,0.0282680179067,0.00500097930622,0.129940082131,0.121212121212,0.0606060606061,0.0606060606061,0.000316118850551,0.335825545171,0.00671404688891,0.297866303611,0.0763700664904,0.0151271707432,0.389363540845,8062.0,10008.0,1690.0,1468.0
genealogy,0.10303030303,0.030303030303,0.0727272727273,1282.0,3548.0,0.00158526611929,0.458370447996,0.00164430492181,0.255430045994,0.0727706206815,0.0150816882965,0.343282354973,0.0424242424242,0.00606060606061,0.0363636363636,1.09880794381e-05,0.318699186992,0.00109112285763,0.358298060942,0.0737836416825,0.0179539919476,0.450035694572,213.0,1687.0,117.0,1298.0
comics,0.0848484848485,0.0606060606061,0.0242424242424,2084.0,1075.0,0.000215215681204,0.370756516211,0.00466529262039,0.0670520250908,0.0136788556424,0.000834135398285,0.0815650161314,0.163636363636,0.0909090909091,0.0727272727273,0.00648142883968,0.341409342835,0.00637767049046,0.0775681493655,0.0462249775269,0.0155469112412,0.139340038134,3806.0,3492.0,1553.0,1721.0
recipes_cooking,0.50303030303,0.224242424242,0.278787878788,15986.0,19699.0,0.00182741482392,0.521490312966,0.00891642735299,0.0502062673037,0.0497955406937,0.0165279116444,0.116529719642,0.145454545455,0.0606060606061,0.0848484848485,0.0054450663974,0.360233918129,0.00483973584698,0.283198077051,0.164267882352,0.0276251994353,0.475091158839,7145.0,9792.0,1125.0,2873.0
marriage,0.2,0.0848484848485,0.115151515152,4082.0,5642.0,0.000226598313493,0.471971944969,0.00273290807458,0.0765776737841,0.0505976753667,0.0124507981292,0.13962614728,0.0909090909091,0.030303030303,0.0606060606061,0.00771841958921,0.350569105691,0.00115192225473,0.120994225621,0.0292129588748,0.00641268734073,0.156619871836,880.0,2662.0,367.0,319.0
linux_opensource,0.0363636363636,0.0121212121212,0.0242424242424,243.0,698.0,0.0,0.439377197388,0.00130161996878,0.314508159972,0.0508037369435,0.00258916929625,0.367901066212,0.0181818181818,0.00606060606061,0.0121212121212,0.0,0.297584541063,0.00103574779962,0.266642478607,0.0067031731529,4.44903081546e-05,0.273390142068,151.0,358.0,411.0,85.0
newspaper,0.442424242424,0.309090909091,0.133333333333,9790.0,4345.0,0.00387406735626,0.476211213936,0.00812818380055,0.0214382735382,0.0150421565701,0.00293503142584,0.0394154615342,0.648484848485,0.618181818182,0.030303030303,0.0168227082959,0.320833333333,0.0454889411307,0.00411466017477,5.43053575084e-05,1.25162010783e-06,0.00417021715238,47524.0,1093.0,2091.0,1576.0
trading,0.145454545455,0.0727272727273,0.0727272727273,2548.0,3625.0,7.29989681575e-05,0.455743683251,0.00389123782075,0.103893622433,0.0441661836105,0.00828253552677,0.156342341571,0.0545454545455,0.0181818181818,0.0363636363636,0.00035799835864,0.313828238719,0.00465302479799,0.311274097154,0.0335629918564,0.0202351990007,0.365072288011,1730.0,2199.0,283.0,3086.0
hacking,0.0242424242424,0.0121212121212,0.0121212121212,297.0,397.0,0.0,0.363138231631,0.00155994742193,0.526576086505,0.106289952187,0.00678151224103,0.639647550933,0.0363636363636,0.0121212121212,0.0242424242424,0.000410223727199,0.306467661692,0.00176549972974,0.378701790634,0.028085055545,0.00437074697597,0.411157593155,549.0,1299.0,1689.0,1487.0
nature,0.684848484848,0.321212121212,0.363636363636,18461.0,20682.0,0.0139412086331,0.552272727273,0.0100328227034,0.0329976120102,0.0384405405491,0.0154446959681,0.0868828485274,0.2,0.0727272727273,0.127272727273,0.0344283669572,0.403745318352,0.00330325050798,0.106102304131,0.0527606522375,0.0114488561615,0.17031181253,6374.0,10180.0,2437.0,2727.0
history,0.260606060606,0.121212121212,0.139393939394,6104.0,6091.0,0.0103646968107,0.483448466427,0.00445500184786,0.0906771657302,0.0351091567642,0.0106272313449,0.136413553839,0.0848484848485,0.0242424242424,0.0606060606061,0.00941750977423,0.344684252598,0.00187353049054,0.160288036352,0.0687504317084,0.0193698045299,0.24840827259,1804.0,1809.0,3266.0,767.0
astronomy_physics,0.115151515152,0.0848484848485,0.030303030303,2560.0,728.0,0.000171081246406,0.444286439817,0.00261351440748,0.025046101432,0.00257121660359,8.17880208464e-05,0.0276991060565,0.0848484848485,0.0545454545455,0.030303030303,0.00937190344385,0.336612021858,0.00313273673271,0.0890370986624,0.0135196062915,0.000783678799815,0.103340383754,1403.0,1384.0,1823.0,611.0
liberal,0.606060606061,0.387878787879,0.218181818182,16697.0,11603.0,0.0102211582071,0.511429406606,0.0151297553889,0.0305555144901,0.0293847196661,0.0088776461297,0.068817880286,0.230303030303,0.145454545455,0.0848484848485,0.0179797872359,0.361139028476,0.0168385655066,0.140946952844,0.0707002543565,0.0109204759451,0.222567683145,7776.0,10488.0,4190.0,11521.0
nursing,0.115151515152,0.0363636363636,0.0787878787879,1799.0,5037.0,3.85286282853e-05,0.461027667984,0.00192700539804,0.233281167988,0.0960378909206,0.0219870667194,0.351306125628,0.0545454545455,0.00606060606061,0.0484848484848,0.000631469909602,0.338993710692,0.00112313415741,0.375870599485,0.0606626097851,0.0351413380624,0.471674547333,354.0,3237.0,473.0,1114.0
cinema,0.145454545455,0.0606060606061,0.0848484848485,4219.0,3989.0,0.00166889709186,0.458370447996,0.00430478439651,0.0930608337703,0.0892464827961,0.0243240043687,0.206631320935,0.133333333333,0.0484848484848,0.0848484848485,0.00212124293702,0.336612021858,0.00306036051172,0.0786901036715,0.0708609414135,0.0181596102823,0.167710655367,2794.0,4382.0,2432.0,1211.0
screenwriter,0.248484848485,0.10303030303,0.145454545455,4947.0,8210.0,0.00123062704969,0.477641277641,0.00518145114684,0.0630599116964,0.0544266208297,0.0146043665348,0.132090899061,0.145454545455,0.0484848484848,0.0969696969697,0.0060461350883,0.355775577558,0.00481480561734,0.120261723781,0.0920831018667,0.0261722862352,0.238517111883,3033.0,6634.0,1030.0,5505.0
baseball,0.0727272727273,0.030303030303,0.0424242424242,2269.0,2079.0,0.00699680665335,0.359851912793,0.00239331920648,0.22476713167,0.0831358942222,0.028595962006,0.336498987898,0.0666666666667,0.030303030303,0.0363636363636,0.00354533477813,0.301960784314,0.00271192949564,0.285469667119,0.0524554632472,0.0440885899952,0.382013720361,2289.0,1541.0,2843.0,1031.0
engineering,0.10303030303,0.0181818181818,0.0848484848485,755.0,3086.0,0.000626978842939,0.465071770335,0.00121878515998,0.101697446148,0.0386244119243,0.00781519509296,0.148137053165,0.0424242424242,0.00606060606061,0.0363636363636,0.00016902620866,0.320833333333,0.000933059305222,0.169012160641,0.0387942965168,0.00720680904372,0.215013266202,117.0,1252.0,847.0,652.0
accounting,0.139393939394,0.0484848484848,0.0909090909091,2347.0,4585.0,2.65032249511e-05,0.462367864693,0.00212137539448,0.0965021181778,0.0646376599109,0.0126544314575,0.173794209546,0.0606060606061,0.0,0.0606060606061,0.0,0.343410520297,0.000903614457831,0.144779972565,0.0500497604936,0.0126379668729,0.207467699932,0,2700.0,80.0,1083.0
outdoors_hiking,0.309090909091,0.127272727273,0.181818181818,7255.0,10528.0,0.00260712893591,0.497045454545,0.00477261151272,0.0761080722449,0.0492986346483,0.0136049210528,0.139011627946,0.0848484848485,0.0181818181818,0.0666666666667,0.00317774951853,0.364805414552,0.00205988045155,0.269662267836,0.0593254865952,0.016091567758,0.345079322189,2134.0,6085.0,984.0,1276.0
yoga,0.333333333333,0.121212121212,0.212121212121,5656.0,9510.0,0.00142931198288,0.500171526587,0.00364793624618,0.0546147014405,0.0440934838196,0.0128286364153,0.111536821675,0.0969696969697,0.030303030303,0.0666666666667,0.0145127766786,0.34802259887,0.00178957809282,0.129224852849,0.0866331774213,0.0232865018748,0.239144532145,1528.0,2781.0,542.0,1014.0
author,0.824242424242,0.418181818182,0.406060606061,22226.0,17823.0,0.0243061631337,0.574204135215,0.013852936162,0.0243610407683,0.0349707592365,0.0153592291255,0.0746910291303,0.254545454545,0.139393939394,0.115151515152,0.0260614452732,0.377252843395,0.0140674215807,0.0870614306338,0.0800001707722,0.0227604173692,0.189822018775,11083.0,8658.0,2870.0,3103.0
homeschool_school,0.218181818182,0.0969696969697,0.121212121212,3999.0,5304.0,0.000290530614381,0.477641277641,0.00264360863093,0.0970648156978,0.0611325665756,0.0124817300619,0.170679112335,0.0545454545455,0.0,0.0545454545455,0.0,0.343410520297,0.000903614457831,0.133228303154,0.0367123580774,0.00427959213999,0.174220253371,0,1884.0,390.0,647.0
peace,0.157575757576,0.0606060606061,0.0969696969697,3109.0,5216.0,1.60226617195e-05,0.466435617169,0.00235206210408,0.0953971484999,0.0713691716618,0.0156708807287,0.18243720089,0.0666666666667,0.0121212121212,0.0545454545455,0.0,0.349716139497,0.00108289793767,0.151762150385,0.119292725413,0.0324569148459,0.303511790645,793.0,2963.0,1033.0,1644.0
storage,0.0545454545455,0.0181818181818,0.0363636363636,611.0,1903.0,0.0180339985218,0.45057944888,0.00169422741421,0.253013355915,0.0659005615764,0.00493334444829,0.32384726194,0.0424242424242,0.00606060606061,0.0363636363636,7.48952976459e-05,0.320833333333,0.000978425478817,0.242186704998,0.0562894043882,0.00469127425912,0.303167383645,125.0,1458.0,120.0,640.0
magazine,0.557575757576,0.357575757576,0.2,13565.0,11097.0,0.00977841380353,0.501749354746,0.0142981147905,0.0410897907218,0.0203559520704,0.00547866085381,0.066924403646,0.321212121212,0.212121212121,0.109090909091,0.0180025858442,0.365733672604,0.0117824576948,0.146139327714,0.0489083310034,0.0119289738267,0.206976632544,10738.0,16792.0,3758.0,2170.0
romance,0.0606060606061,0.0181818181818,0.0424242424242,1721.0,3031.0,0.0,0.401652892562,0.00193573306749,0.255899961313,0.104022185141,0.0124707369528,0.372392883407,0.0545454545455,0.0242424242424,0.030303030303,1.75417373488e-05,0.307122507123,0.00398409184548,0.348488130243,0.189795471948,0.0362226724671,0.574506274658,4181.0,3661.0,490.0,4572.0
python,0.0363636363636,0.00606060606061,0.030303030303,205.0,1141.0,0.0,0.36903606834,0.00124932104958,0.249604242608,0.181200021509,0.0470912313425,0.477895495459,0.0909090909091,0.0363636363636,0.0545454545455,0.00743207137733,0.320833333333,0.00256374124766,0.167030003736,0.188977416418,0.0616538953469,0.4176613155,2100.0,3301.0,646.0,1162.0
buddhism,0.163636363636,0.0848484848485,0.0787878787879,4034.0,3075.0,9.97016106472e-05,0.458370447996,0.00263192462472,0.133302363825,0.0463144061248,0.0074251402066,0.187041910156,0.0727272727273,0.0181818181818,0.0545454545455,0.00109360498549,0.338993710692,0.00179333010326,0.290621342283,0.0764285544912,0.0103401553213,0.377390052096,1884.0,2634.0,1817.0,1388.0
animation,0.0787878787879,0.0242424242424,0.0545454545455,661.0,2521.0,0.00035173078585,0.382342657343,0.00179245206011,0.113111898679,0.0642840477209,0.0122312870472,0.189627233447,0.10303030303,0.030303030303,0.0727272727273,0.00239189155491,0.352287581699,0.00193110764027,0.142424901323,0.0745776046171,0.0162587297605,0.2332612357,892.0,3721.0,648.0,1023.0
finance_economics,0.30303030303,0.242424242424,0.0606060606061,11267.0,2780.0,0.000875318693766,0.451859504132,0.00930070305628,0.0298883566291,0.016395045624,0.00421707355687,0.05050047581,0.363636363636,0.309090909091,0.0545454545455,0.0250925626484,0.362048698573,0.0284782911196,0.0144252882973,0.00402410786547,0.000550521960229,0.018999918123,22057.0,2701.0,4426.0,894.0
gambling,0.169696969697,0.0666666666667,0.10303030303,2362.0,3737.0,0.0174005137604,0.474789687924,0.00216044166916,0.0790703998873,0.0292640695265,0.00448289288936,0.112817362303,0.0484848484848,0.00606060606061,0.0424242424242,0.000192278147353,0.301617401004,0.00132694906505,0.310161800929,0.0317085129275,0.00838463224519,0.350254946102,417.0,2028.0,390.0,628.0
photography,0.636363636364,0.369696969697,0.266666666667,14903.0,10589.0,0.00705814453617,0.518092981937,0.00910916064626,0.0265609629727,0.0288857929391,0.010684335205,0.0661310911168,0.0848484848485,0.030303030303,0.0545454545455,0.000811882015733,0.337402190923,0.00273956970804,0.143510273265,0.0363690572604,0.00955077362006,0.189430104145,1958.0,3653.0,2228.0,999.0
anime,0.0424242424242,0.00606060606061,0.0363636363636,133.0,1385.0,2.54217400686e-05,0.446782431052,0.000983290118886,0.182588038835,0.0650523126344,0.00938634837489,0.257026699844,0.0242424242424,0.00606060606061,0.0181818181818,2.49165714798e-05,0.264215686275,0.00107746270367,0.376127430471,0.0320410600897,0.00209922231425,0.410267712875,179.0,1232.0,136.0,1998.0
gaming,0.0848484848485,0.0363636363636,0.0484848484848,1194.0,1990.0,0.000393033263741,0.449306625578,0.0026262157958,0.114307699774,0.0285921223158,0.00272051857431,0.145620340664,0.109090909091,0.0666666666667,0.0424242424242,0.00245584182866,0.325188536953,0.00813423046683,0.113557682019,0.0282931755523,0.00534395868156,0.147194816253,2923.0,2029.0,855.0,608.0
poker,0.0363636363636,0.00606060606061,0.030303030303,612.0,966.0,6.03966956725e-06,0.359851912793,0.00120435348984,0.325213928526,0.0160855471622,0.00112421277387,0.342423688462,0.0363636363636,0.00606060606061,0.030303030303,0.000129252590912,0.302856076162,0.00137468791907,0.435732028325,0.0371566682414,0.010645909869,0.483534606435,847.0,1151.0,237.0,707.0
philosophy,0.181818181818,0.0727272727273,0.109090909091,2191.0,3524.0,0.000341486883109,0.470575578268,0.00206535039077,0.0640000183704,0.0457997902842,0.00990135134067,0.119701159995,0.0484848484848,0.0121212121212,0.0363636363636,0.000282258895024,0.321551081283,0.00110702222878,0.134806554427,0.0362980481819,0.0087921550069,0.179896757616,309.0,949.0,680.0,3264.0
musician_singer,0.4,0.351515151515,0.0484848484848,15470.0,1783.0,0.00330476112852,0.387937915743,0.0249383036273,0.01759956744,0.00687787037216,0.000806789864045,0.0252842276762,0.351515151515,0.266666666667,0.0848484848485,0.0231678424546,0.338196078431,0.037367753896,0.0541698075666,0.022607323233,0.0057295893197,0.0825067201193,20814.0,3918.0,1713.0,747.0
