Author,Retweet IDs count,Text,Published At,URL,Favorited?,In reply to
Military Benefit ,0,RT @slkbrooke: Ministry of Defence (MoD) bans women soldiers from fighting on frontline http://bit.ly/dJRlxm  #military #tcot #Britain,2010-11-30 15:28:30 +0100,http://twitter.com/MilitaryBenefit/status/9614753433387009,0,""
Military Technology,0,Rheinmetall wins Russian Army contract - Rheinmetall has been awarded a contract by the Russian Defence Ministry for... http://t.co/UtNMJx4w,2011-11-25 13:38:26 +0100,http://twitter.com/Military_Tech/status/140046684511150081,0,""
Military Technology,0,Elbit receives Israeli MoD simulators order - The Israeli Ministry of Defence has placed an order with Elbit Systems... http://t.co/v11xdlDZ,2011-11-25 13:38:25 +0100,http://twitter.com/Military_Tech/status/140046683206725632,0,""
military news,0,Lance Sergeant Dale Alanzo McCallum killed in Afghanistan: It is with sadness that the Ministry of Defence must co... http://bit.ly/aFt0Aw,2010-08-03 18:10:10 +0200,http://twitter.com/militaryworld/status/20232569232,0,""
military news,0,Soldier from 5th Regiment Royal Artillery killed in Afghanistan: It is with sadness that the Ministry of Defence m... http://bit.ly/ayZU7Y,2010-07-09 10:47:24 +0200,http://twitter.com/militaryworld/status/18103743458,0,""
military news,0,Soldier from Royal Dragoon Guards killed in Afghanistan: It is with sadness that the Ministry of Defence must anno... http://bit.ly/aUvjPQ,2010-07-05 17:37:55 +0200,http://twitter.com/militaryworld/status/17798448766,0,""
military news,0,"UK marine killed in Afghanistan: A Royal Marine has died in southern Afghanistan, the Ministry of Defence has said... http://bit.ly/9yhclQ",2010-07-02 16:06:50 +0200,http://twitter.com/militaryworld/status/17574406033,0,""
military news,0,Royal Marine dies from wounds sustained in Afghanistan: It is with  sadness that the Ministry of Defence must conf... http://bit.ly/agEaI2,2010-06-21 21:05:50 +0200,http://twitter.com/militaryworld/status/16714798634,0,""
military news,0,Royal Marine dies from wounds sustained in Afghanistan: It is with  sadness that the Ministry of Defence must conf... http://bit.ly/bFrj7t,2010-06-16 00:20:01 +0200,http://twitter.com/militaryworld/status/16258919370,0,""
military news,0,Lance Corporal Andrew Breeze killed in Afghanistan: It is with sadness that the Ministry of Defence must confirm t... http://bit.ly/bR9NYN,2010-06-14 10:58:23 +0200,http://twitter.com/militaryworld/status/16134006379,0,""
military news,0,ArticleCorporal Stephen Paul Curley killed in Afghanistan: It is with sadness that the Ministry of Defence must co... http://bit.ly/9whznB,2010-05-28 20:20:41 +0200,http://twitter.com/militaryworld/status/14923802629,0,""
military news,0,Serjeant Steven Campbell killed in Afghanistan: It is with regret that the Ministry of Defence must confirm that S... http://bit.ly/9tFtY9,2010-03-24 00:14:03 +0100,http://twitter.com/militaryworld/status/10949103273,0,""
HMForces.co.uk,0,"HMS Astute Fires her First Series of Tomahawk Missiles: The Ministry of Defence has confirmed that HMS Astute, t... http://t.co/Z8JlyfFF",2011-11-15 16:25:50 +0100,http://twitter.com/HMForces/status/136464934153371648,0,""
HMForces.co.uk,9,Soldiers Face the Sack – But MoD Civil Servants Get Large Bonuses!: Ministry of Defence civil servants have rece... http://t.co/QgJ5tyCU,2011-10-27 10:37:01 +0200,http://twitter.com/HMForces/status/129476682032750593,0,""
HMForces.co.uk,0,Wikileaks Tightening The Screw On MoD: THE Ministry of Defence says it condemns the unauthorised leak of classifie... http://bit.ly/d9LxgK,2010-10-26 13:15:15 +0200,http://twitter.com/HMForces/status/28780094053,0,""
US Army Africa,0,Media Update: Tunisia retired troops called for duty: Tunisia’s defence ministry is calling up recently ... http://n24.cm/ev485X #Africa,2011-02-08 11:28:23 +0100,http://twitter.com/USArmyAfrica/status/34921477807542272,0,""
US Army Africa,1,Media Update: France to release photos of failed rescue: France's defence ministry says it will declassi... http://n24.cm/gwyTjC #Africa,2011-01-22 11:25:40 +0100,http://twitter.com/USArmyAfrica/status/28760198898262017,0,""
CNplus,0,Four shortlisted for £130m Beacon Barracks upgrade: The Ministry of Defence has shortlisted four contractors for... http://t.co/TSqoYoyU,2011-12-15 18:52:04 +0100,http://twitter.com/CNplus/status/147373372312010752,0,""
CNplus,1,MoD seeks contractor for £130m Beacon Barracks upgrade: The Ministry of Defence has begun its search for a contr... http://t.co/iK8j2v4,2011-08-23 09:48:33 +0200,http://twitter.com/CNplus/status/105909273292316672,0,""
CNplus,0,MOD reveals shortlist for £500m Scotland and Northern Ireland contract: The Ministry of Defence has announced th... http://bit.ly/ml0TUj,2011-06-30 19:16:24 +0200,http://twitter.com/CNplus/status/86483234556362752,0,""
Mark Taylor,0,"The UK Ministry of Defence is ""working to give more of its business to smaller firms"" http://t.co/CKFkbX1y",2012-02-28 15:10:13 +0100,http://twitter.com/Mark_Antony/status/174496630484111360,0,""
Tony Thomas,0,"RT @TheNextWeb: UK Ministry of Defence admits that it's ""too old"" to keep up with hackers http://t.co/XqmJronN by @thatdrew",2012-05-04 02:19:55 +0200,http://twitter.com/GreeGreece/status/198205280037765121,0,""
Boing Boing,11,"RT @warrenellis UK Ministry of Defence confirms ""sonic weapon"" will be deployed in London during Olympics http://t.co/fi465qvm",2012-05-12 15:52:01 +0200,http://twitter.com/BoingBoing/status/201308751230275585,0,""
The Next Web,89,"UK Ministry of Defence admits that it's ""too old"" to keep up with hackers http://t.co/XqmJronN by @thatdrew",2012-05-04 02:17:53 +0200,http://twitter.com/TheNextWeb/status/198204767577706497,0,""
Warren Ellis,0,"RT @BBCBreaking: UK Ministry of Defence confirms ""sonic weapon"" will be deployed in London during Olympics http://t.co/ti7dtYFd",2012-05-11 20:35:21 +0200,http://twitter.com/warrenellis/status/201017669066039298,0,""
Splash Damage,1,Huh. Seems we share our Twitter Birthday with the Ministry of Defence (three years today!). Virtual cake for everyone!,2011-09-05 16:30:54 +0200,http://twitter.com/splashdamage/status/110721569973747712,0,""
AllMilitaryNews,0,(Frontline Bloggers) Two RLC soldiers killed in Afghanistan: It is with sadness that the Ministry of Defence mus... http://t.co/StivCbwU,2012-05-04 20:07:57 +0200,http://twitter.com/AllMilitaryNews/status/198474055723126786,0,""
Anonymous Operations,46,"Ministry of Defence computers hacked http://t.co/3fnZm7p5 | They can't defend their computers, you think they can defend you? #UK",2012-05-04 18:58:21 +0200,http://twitter.com/Anon_Central/status/198456542683594752,0,""
Dug Song,0,RT @mikko: Chinese Ministry of Defence has RDP open to the world according to VPN Hunter: http://t.co/G3WKPJXK,2012-03-23 14:25:49 +0100,http://twitter.com/dugsong/status/183182764395347968,0,""
Support Our Troops,0,RT @ Military Blogger Michael Yon Has Embed Cancelled by British Ministry of Defence after Writing Dispatch Titled ... http://ow.ly/15Mgi4,2009-08-25 00:36:02 +0200,http://twitter.com/SPT_Our_Troops/status/3521933993,0,""
Daily Mail Online,5,"Personal assistant at Ministry of Defence who squirreled £45,000 in fake travel and subsistence claims, jailed http://t.co/xyh16IiL",2012-05-22 08:25:56 +0200,http://twitter.com/MailOnline/status/204820373102002176,0,""
theQuietus,0,"RT @BBCBreaking: UK Ministry of Defence confirms ""sonic weapon"" will be deployed in London during Olympics http://t.co/ti7dtYFd",2012-05-11 20:55:22 +0200,http://twitter.com/theQuietus/status/201022703854043137,0,""
Hack In The Box,1,UK MoD extends cyber security deal with BT: The Ministry of Defence (MoD) has announced a contract extension for... http://t.co/hW2SEcdl,2012-07-05 11:17:57 +0200,http://twitter.com/hackinthebox/status/220808726720937984,0,""
James Pearce,21,"Ministry of Defence says that if ground to air missiles are deployed during Olympics, it will be first time ever deployed in London",2011-11-14 18:08:28 +0100,http://twitter.com/Pearcesport/status/136128373331210240,0,""
Breaking News,0,RT @BreakingNewsUK: Names of 6 soldiers killed in Afghanistan by Taliban bomb released by Britain's Ministry of Defence - @BBCNews. http ...,2012-03-08 11:15:21 +0100,http://twitter.com/BreakingNews/status/177699013997502464,0,""
Breaking News,0,RT @BreakingNewsUK: Update: UK Ministry of Defence has called up 2100 armed forces reservists to boost security at London Olympics - BBC ...,2012-02-20 12:20:38 +0100,http://twitter.com/BreakingNews/status/171554851740856320,0,""
BBC Breaking News,66,"UK Ministry of Defence to cut further 3,000 civilian posts - above job losses already announced, BBC learns. More soon http://t.co/T7ckEWUW",2012-01-26 18:52:42 +0100,http://twitter.com/BBCBreaking/status/162593822994464768,0,""
BBC News (World),0,RT @BBCBreaking: UK Ministry of Defence official Edward Devenney charged with breach of Official Secrets Act - Met Police. Details soon: ...,2012-03-08 08:11:41 +0100,http://twitter.com/BBCWorld/status/177652792738062336,0,""
Sky News Newsdesk,30,A Royal Marine killed in southern Afghanistan yesterday has been named by the Ministry of Defence as Sergeant Barry Weston of 42 Commando,2011-08-31 18:16:47 +0200,http://twitter.com/SkyNewsBreak/status/108936279865049089,0,""
BBC News (UK),0,RT @BBCBreaking: UK Ministry of Defence official Edward Devenney charged with breach of Official Secrets Act - Met Police. Details soon: ...,2012-03-08 08:11:41 +0100,http://twitter.com/BBCNews/status/177652792750641153,0,""
Jimmy Carr,88,The Ministry of Defence has put the Ark Royal up for sale on E Bay. This is a much needed shot in the arm for Britain's bubble-wrap industry,2011-04-06 12:57:00 +0200,http://twitter.com/jimmycarr/status/55584788479881216,0,""
Campaign,2,MoD calls pitch ahead of reserves recruitment drive: The Ministry of Defence is looking for an agency to handle ... http://t.co/iTOWtg7o,2011-09-15 09:08:42 +0200,http://twitter.com/Campaignmag/status/114234167281197056,0,""
Jancis Robinson,0,"RT @BBCBreaking: Two 'mid-level' al-Qaeda leaders have been killed in Yemen, the country's defence ministry says - from Reuters http://b ...",2011-05-05 09:51:23 +0200,http://twitter.com/JancisRobinson/status/66047320814399488,0,""
Bruce Porteous,0,"Bonus payments to Ministry of Defence staff or any other Civil Servants should be to junior staff who do most of the work, not highly paid..",2009-11-12 23:51:58 +0100,http://twitter.com/bruceporteous/status/5662370643,0,""
Oriol Lloret,0,"RT @dimireider: 2,000+ Israelis r now protesting against #flotilla raid opposite Defence Ministry in Tel Aviv. Please RT widely: Not all ...",2010-05-31 20:26:12 +0200,http://twitter.com/oriollloret/status/15124576707,0,""
PlaneTalking,1,Private John King killed in Afghanistan: It is with great sadness that the Ministry of Defence must confirm the ... http://t.co/5DD6FEoG,2012-01-01 17:51:57 +0100,http://twitter.com/Plane_Talking/status/153518838267383808,0,""
PlaneTalking,0,MoD Invests In Future of Combat Air Systems: The Ministry of Defence has today signed a new £40 million contract... http://t.co/MS9KukcJ,2011-12-21 08:40:49 +0100,http://twitter.com/Plane_Talking/status/149393873855201280,0,""
PlaneTalking,1,MOD invests in future combat air systems: The Ministry of Defence signed a new £40m contract with BAE Systems ye... http://t.co/4329qaES,2011-12-20 13:40:49 +0100,http://twitter.com/Plane_Talking/status/149106982580781056,0,""
Nigel J.Hetherington,0,"RT @tweetminster: RT @BBCBreaking: Surrey Police officer, member of UK armed forces and Ministry of Defence employee among 8 arrested ov ...",2012-02-11 11:43:20 +0100,http://twitter.com/Pastpreservers/status/168283971464085505,0,""
Chris M Evans,0,[shared] MPs alarmed by 'lost' MoD assets: MPs say an auditor's report which found the Ministry of Defence had l... http://tsa.io/jqKPRM,2011-07-05 10:49:09 +0200,http://twitter.com/chrismevans/status/88167520321802240,0,""
Climate Activism,0,RT @actforclimate: NO BORDERS DAY OF ACTION dec 14 - meet at 11am @ israels plads and march to ministry of defence - #climatejustice #ba ...,2009-12-13 15:59:56 +0100,http://twitter.com/ClimateActivism/status/6630474730,0,""
carbon meme,1,BBC: The Ministry of Defence is to de-classify submarine data in order to help shed light on climate change in t... http://t.co/7j0Z798p,2012-02-23 09:26:54 +0100,http://twitter.com/carbonmeme/status/172598294965526528,0,""
Adrian Lurssen,0,RT @BBCBreaking UK Ministry of Defence official Edward Devenney charged with breach of Official Secrets Act - Met Police. Details soon,2012-03-08 08:12:42 +0100,http://twitter.com/AdrianLurssen/status/177653049651757056,0,177652365112000512
human rights law,0,RT @UKParliament: Public Accounts Committee to hear evidence from Ministry of Defence on Armoured Vehicles. Watch live from 4pm http://b ...,2011-07-18 16:34:46 +0200,http://twitter.com/humanrightslaw/status/92965539286228992,0,""
Brigitte Goddemeyer,0,RT @bbcnews: A Royal Marine who died after a gunfight in Afghanistan is named by the Ministry of Defence as Steven James Bir.. http://bi ...,2010-06-16 17:20:28 +0200,http://twitter.com/subrigavar/status/16313928944,0,""
military news,0,Marine Adam Brown killed in Afghanistan: It is with sadness that the Ministry of Defence must confirm that Marine ... http://bit.ly/bcy3E0,2010-08-03 18:10:09 +0200,http://twitter.com/militaryworld/status/20232568768,0,""
military news,0,Royal Marine killed in Afghanistan: It is with sadness that the Ministry of Defence must announce that a Royal Mar... http://bit.ly/aEDSXk,2010-06-23 17:38:32 +0200,http://twitter.com/militaryworld/status/16858122466,0,""
military news,0,Royal Marine killed in Afghanistan: It is with sadness that  the Ministry of Defence must announce that a Royal Ma... http://bit.ly/9nNtar,2010-06-22 21:32:17 +0200,http://twitter.com/militaryworld/status/16793240431,0,""
military news,0,Two soldiers from 1 LANCS killed in Afghanistan: t is with sadness that  the Ministry of Defence must announce tha... http://bit.ly/cwnVWM,2010-06-16 00:20:18 +0200,http://twitter.com/militaryworld/status/16258935803,0,""
military news,1,Royal Marine killed in Helmand: It is with sadness that the Ministry of Defence must announce that a Royal Marine ... http://bit.ly/a8Fuhk,2010-05-27 11:00:57 +0200,http://twitter.com/militaryworld/status/14822664643,0,""
military news,0,Soldier from 3 Rifles killed in Afghanistan: It is with sadness that the Ministry of Defence must announce that a ... http://bit.ly/bKE5kV,2010-04-05 15:09:36 +0200,http://twitter.com/militaryworld/status/11640402009,0,""
military news,0,Soldier killed near Sangin: It is with sadness that the Ministry of Defence must announce that a soldier from A Co... http://bit.ly/9ijbrX,2010-03-22 15:38:52 +0100,http://twitter.com/militaryworld/status/10874657099,0,""
military news,0,Soldier from 1 RIFLES killed in Afghanistan: It is with sadness that the Ministry of Defence must confirm the deat... http://bit.ly/9AS2C1,2010-03-08 12:22:26 +0100,http://twitter.com/militaryworld/status/10166460983,0,""
military news,0,Rifleman Liam Maughan of 3 RIFLES killed in Afghanistan: It is with great sadness that the Ministry of Defence mus... http://bit.ly/af5oTz,2010-03-08 12:22:25 +0100,http://twitter.com/militaryworld/status/10166460588,0,""
military news,0,Sergeant Paul Fox killed in Afghanistan: It is with regret that the Ministry of Defence must confirm the death Ser... http://bit.ly/b0LXzI,2010-02-27 20:21:25 +0100,http://twitter.com/militaryworld/status/9741960064,0,""
military news,0,Soldier from 4 RIFLES killed in Afghanistan: It is with great sadness that the Ministry of Defence must announce t... http://bit.ly/d072uw,2010-02-25 16:02:50 +0100,http://twitter.com/militaryworld/status/9629047901,0,""
military news,0,RAF Regiment airman killed in Afghanistan: It is with sadness that the Ministry of Defence must confirm that an ai... http://bit.ly/8XwsNG,2010-02-25 10:59:11 +0100,http://twitter.com/militaryworld/status/9619543030,0,""
military news,0,MoD 'failed to keep track of radios worth £155m': The Ministry of Defence has been criticised by MPs for losing tr... http://bit.ly/9o8oBM,2010-02-24 13:34:11 +0100,http://twitter.com/militaryworld/status/9573743142,0,""
HMForces.co.uk,0,LBdr Ben Parkinson NOT Being Forced Out Of the Army: A Ministry of Defence spokeswoman has stated that LBdr Ben ... http://t.co/fmoxnBqx,2011-10-27 12:42:24 +0200,http://twitter.com/HMForces/status/129508236209557504,0,""
HMForces.co.uk,0,More UFO´s In Midland Skies:  THE Ministry of Defence has opened its X Files on thousands of UFO sightings - inc... http://bit.ly/fbK9DT,2011-03-04 10:20:26 +0100,http://twitter.com/HMForces/status/43601685439975424,0,""
HMForces.co.uk,0,MoD Yet To Show It Has Coherent Spending Policy:  THE Ministry of Defence has yet to prove it has broken the cyc... http://bit.ly/icEXqF,2011-02-22 16:32:15 +0100,http://twitter.com/HMForces/status/40071378291916800,0,""
HMForces.co.uk,0,Axed Jet Lands MoD With Bill For £ 200m:   THE Ministry of Defence is squandering an extra £ 200million of taxpa... http://bit.ly/h6TAy3,2011-01-18 16:19:12 +0100,http://twitter.com/HMForces/status/27384515798245376,0,""
HMForces.co.uk,2,Swiss Defence Ministry Denied Extra Funds For Army: The cabinet wants to reduce the size of the Swiss armed forces... http://bit.ly/92rQQe,2010-10-04 21:04:53 +0200,http://twitter.com/HMForces/status/26387518844,0,""
HMForces.co.uk,0,Police Search MoD Offices In Hunt For Whitehall Mole:  UP TO 30 Ministry of Defence police have carried out search... http://bit.ly/dBx1ub,2010-09-30 20:48:03 +0200,http://twitter.com/HMForces/status/26005420511,0,""
Paul Mason,0,"RT @gallaghereditor: Fox & 'adviser' attended $500 a head dinner in DC with defence figures - not declared by Ministry of Defence, @Tele ...",2011-10-13 22:57:22 +0200,http://twitter.com/paulmasonnews/status/124589567369162752,0,""
Daniel Voyce (Web),0,"TM: UK Ministry of Defence admits that it's ""too old"" to keep up with hackers (Drew Olanoff/The Next Web): 
 Dre... http://t.co/ySEwNh62",2012-05-04 11:32:39 +0200,http://twitter.com/voycey_web/status/198344380245999617,0,""
British Army,0,A fleet of nearly 200 new armoured vehicles has been ordered by the Ministry of Defence to support frontline troops. http://twurl.nl/ks2l46,2009-04-21 15:46:48 +0200,http://twitter.com/BritishArmy/status/1574954416,0,""
Peter Raith,0,"http://t.co/9uAuSMcv Ministry of Defence bans use of speaking clock & directory inquiries after staff spent £163,000 on such calls last year",2012-02-24 14:08:16 +0100,http://twitter.com/forcesdiscounts/status/173031489326424064,0,""
Peter Raith,0,RT @mdp_platten: @forcesdiscounts could you RT the fact. I am to be in touch with ministry of defence  driving school at Leconfield too.,2011-12-04 21:11:45 +0100,http://twitter.com/forcesdiscounts/status/143422257287528448,0,""
Veterans Blog,0,RT @AllMilitaryNews: (Frontline Bloggers) Sapper Darren Foster killed in Afghanistan: It is with sadness that the Ministry of Defence m. ...,2010-08-14 20:15:09 +0200,http://twitter.com/veteransblog/status/21168875489,0,""
Support Our Troops,0,RT @ Ministry of Defence Building Their Own Familiar Social Media Hub â and the similarities are uncanny to the De... http://ow.ly/184qLf,2010-07-10 00:27:09 +0200,http://twitter.com/SPT_Our_Troops/status/18151812880,0,""
serendipity,0,"about time RT @Editorapinews 
CBI has registered case against Defence Ministry officials in sale of military land near Srinagar airport case",2012-05-11 08:53:24 +0200,http://twitter.com/yearning4d_sky/status/200841018831159296,0,200839557028134913
HONOUROURFORCES,46,Civil Service at the Ministry of Defence get £40m in bonuses while Heroes get 1 per cent pay rise http://t.co/6Anbvjzn @HONOUROURFORCES RT,2012-01-03 15:06:37 +0100,http://twitter.com/HONOUROURFORCES/status/154202005869559808,0,""
Miguel Marquez,0,In Kabul.  Thank you UK Ministry of Defence for the ride.  Strange sensation when a town like this feels like home. So glad to be here,2010-02-26 22:15:36 +0100,http://twitter.com/miguelmarquez/status/9696881116,0,""
Graft Poetry Team,0,"RT @dimireider: 2,000+ Israelis protesting against #flotilla raid opposite Defence Ministry in Tel Aviv. Please RT Not all Israelis r insane",2010-05-31 20:00:22 +0200,http://twitter.com/graftpoetry/status/15123264080,0,""
